Read_ID	QUERY_LEN	REF_LEN	sDTW score: fwd-strand	sDTW score: rev-strand
229	read_98e37c85-b87c-4855-bda4-d7ffa2742de7	2048	48128	289.5	153.5
230	read_9a210bbe-927b-46ae-bffa-c6e07172a94c	2048	48128	285	103.875
231	read_9a55d27e-b9e5-4e3d-b12b-c366f13fd9b0	2048	48128	272.5	116.75
232	read_9bd851b0-9dad-4416-b4d3-cb01a3de5c59	2048	48128	198.875	261.25
233	read_9da07296-6cfe-48fe-bb65-15f9ef82d054	2048	48128	285	167.75
234	read_9db4033b-157f-4b9b-80d2-6f5f922253c7	2048	48128	192.875	279.25
235	read_9ecc9527-63f5-4853-b4cb-066f927ee6b3	2048	48128	183.25	189.625
236	read_9ef125dd-5aa5-4f34-926c-f7fb2f152b90	2048	48128	270.75	112.312
237	read_9f0dd7c1-fd74-4fb9-ba2a-626740451aab	2048	48128	181.75	333.75
238	read_9f747bfe-f984-475c-b828-30181f875101	2048	48128	267	182
239	read_9f96e676-fdb9-4b17-ac5e-ed699f64ec24	2048	48128	118.625	272.25
240	read_a02aace8-8360-445b-ba36-ad2146c0f074	2048	48128	267.25	112
241	read_a0fdd952-e203-458e-b1c2-73d7a1ebede4	2048	48128	126.188	278.25
242	read_a2633e01-c87b-41f1-9624-a115064a1d5e	2048	48128	272.5	158.625
243	read_a3a0f597-498f-4d03-898b-9a937305e0eb	2048	48128	317	99.75
244	read_a5daf6af-e497-40aa-8b85-ccf9f47eb89a	2048	48128	313	161.375
245	read_a7546868-a464-4cea-949e-ed3f64fffa5b	2048	48128	225.125	330.5
246	read_a79c88a7-8320-4f37-8c67-bbba0575a917	2048	48128	282	125
247	read_a864899c-8c75-4c7c-9651-7d12e0f28bda	2048	48128	192.75	272.25
248	read_a8b8ff47-a970-4bd3-96c1-a261e7f268e1	2048	48128	198.125	294.25
249	read_a8c15041-6991-40d9-b7a7-da7e91e4b53d	2048	48128	320	173.625
250	read_aa1ac243-92c5-4aff-ad50-dcb59ce131a1	2048	48128	121	295.25
251	read_aaa7256f-f76d-42ef-804a-7fbdf9efa817	2048	48128	126.25	246.125
252	read_abb1afa4-eecd-4b30-96ee-f50626381749	2048	48128	214.625	278.5
253	read_ad552d5f-514d-40a5-aea6-8221f3e06558	2048	48128	138.875	288.75
254	read_ad6d394a-d9a5-4f5b-a864-fca4e0035ce2	2048	48128	151.875	289.5
255	read_ad7d9019-4edb-4b08-809d-95740964200b	2048	48128	314.5	288
256	read_af8062d9-d9a6-4a40-baf0-57cdad9f9f9b	2048	48128	273.75	131.875
257	read_af8937de-e3f8-4e53-a64e-27a8b6c23253	2048	48128	276.5	222.625
258	read_b03bd593-344f-4371-8058-66b3a5dd0b1d	2048	48128	307.25	164.75
259	read_b0daaa6f-41b0-463b-802a-0524b1898996	2048	48128	309.75	166.75
260	read_b0e9b986-0eee-4fa8-82a4-8fd9749a0af6	2048	48128	305.75	166.75
261	read_b14570da-d9f7-49a7-87b6-b9a1d8ae2f5b	2048	48128	189.875	286.5
262	read_b1ca3e91-aa54-4dc3-b770-1ee0d0ab185b	2048	48128	266.25	123
263	read_b2039bae-f57c-43de-a8cf-ee5c2b50e9bc	2048	48128	109.812	280.5
264	read_b255b3d5-0803-4ec9-81c6-646f732b356b	2048	48128	295.25	111.375
265	read_b31dd7ee-87b9-4851-87ac-7eb8774b5aa8	2048	48128	236.25	347.25
266	read_b40e2e37-ec56-4650-8938-d9280fe75e6b	2048	48128	319.25	206.375
267	read_b42c11fa-4f4a-438d-8bc9-673b7683a1d4	2048	48128	240.875	300.75
268	read_b45b18b8-43ba-4286-8ad3-da3e68f370c6	2048	48128	294.75	158.75
269	read_b45e7f00-3ff8-4086-8825-fceba10cc6cf	2048	48128	304	245
270	read_b49e8747-9d15-43f6-bc90-6671bbf8cfdb	2048	48128	258.75	228.375
271	read_b556bce1-e3ea-45bb-a80c-4824c14e082b	2048	48128	216	214.625
272	read_b563bfbb-2823-42a8-80d6-c5e9dd261b6c	2048	48128	161.5	321.5
273	read_b608d596-bf86-4f35-9f16-ee9ad42443a9	2048	48128	291.75	193.25
274	read_b71e93de-b30d-46d3-9960-1d7a4c9d95fa	2048	48128	289.5	127.812
275	read_b80e9db9-c8cc-447e-bc01-a188be65d1c1	2048	48128	247.5	152
276	read_b8a23bdb-e3af-49b7-8470-ae186eda985b	2048	48128	188.375	323
277	read_b9638392-79b5-4654-9392-6827106dabb0	2048	48128	122.688	269.25
278	read_b986976f-0d45-4077-aa33-0569afbe7b88	2048	48128	154	290
