Read_ID	QUERY_LEN	REF_LEN	sDTW score: fwd-strand	sDTW score: rev-strand
308	read_c8b3d110-3095-4967-a986-5e48b73e5e4c	2048	48128	272.5	278
309	read_c8bd40d4-d987-4bb3-b2b6-f824b9517a14	2048	48128	264.75	162.125
310	read_c8c3fa25-ca08-4706-aa0f-2347d23e5acb	2048	48128	207.125	313
311	read_c8d9eeee-7e5d-462f-b3b9-1a88c871203f	2048	48128	182.25	287.5
312	read_c9512c94-b58e-44b2-8e63-6efc0ae15c11	2048	48128	153.875	279
313	read_ca54afa2-136b-47f9-8c4d-3305d55335a1	2048	48128	191.75	226.25
314	read_ca935bf6-f6c7-403c-89f6-514e80c3904f	2048	48128	312.5	186.625
315	read_caa2a16e-dbc9-46cf-b70e-4eca4a7ce17a	2048	48128	149.125	268.75
316	read_cbd4ad68-1433-4041-a927-b3db29820dcd	2048	48128	171.875	313
317	read_ccb6ec5d-d03d-4c4f-8410-a0ac14b7947e	2048	48128	207.375	234.125
318	read_ce118332-bbac-4dbd-babc-5f9848a44d8d	2048	48128	153.25	269.5
319	read_ce5765ac-f9bf-483b-8bf6-135b7e0dc687	2048	48128	320.75	196.125
320	read_ceaab32b-4871-4716-a615-e5720209a4e9	2048	48128	252.625	305.25
321	read_cf464302-1165-4c1b-b098-ab642bfc1de5	2048	48128	196	314.25
322	read_d061a886-21a4-4e96-ae3e-e8eb58b0b163	2048	48128	247.5	261.75
323	read_d1876cc0-608c-46d8-8cb1-bfe1b51a5790	2048	48128	146.875	287
324	read_d1b7a212-4a09-410f-9a5e-dea00aaef4eb	2048	48128	188.125	271
325	read_d1fbf261-6354-4d8a-be38-506fd4cffaf4	2048	48128	100.938	276.5
326	read_d203f4bd-dedb-4540-bbd6-788347fff6f9	2048	48128	333	213.5
327	read_d3ecf653-84cd-4aa3-ad98-75499ef1236d	2048	48128	275.25	259
328	read_d4b88f08-1d6d-4020-a442-083c8e301398	2048	48128	332	171.125
329	read_d50fd77c-f4a0-40a0-b9ac-ab655b234bb9	2048	48128	279.75	153.875
330	read_d5ac5b0f-b84f-4dc6-a9a1-0a310bb63f9d	2048	48128	190.5	304.5
331	read_d5f12b00-9cbf-4203-8bbb-a2b6f720c2f6	2048	48128	246.75	183.375
332	read_d699b993-c87c-43dc-9338-2384671fd535	2048	48128	292.75	221.875
333	read_d6a98680-3aad-4449-9b80-bd89e238d534	2048	48128	267	144.125
334	read_d704575d-3973-4a8f-afa5-94df9b896dc5	2048	48128	301.5	193.875
335	read_d8336a75-9262-4d23-a23d-5ba49e57ba07	2048	48128	181.875	280.25
336	read_d930c58e-652e-4e46-8542-772a0c058ce2	2048	48128	304.5	134.5
337	read_db27d73e-f599-4a38-8d35-2606a6997121	2048	48128	159.625	277.25
338	read_db49ba79-6aa4-4234-ba85-cd1476215a87	2048	48128	143.5	299
339	read_db4ec977-4a63-4588-8608-6c32e8b503f7	2048	48128	219.875	197.25
340	read_dd8b07ff-4362-44d5-a1d6-99f015738a34	2048	48128	318	136.625
341	read_de1d406f-9a2a-4233-a783-2bfb558003ec	2048	48128	320.5	203.75
342	read_de429e08-9306-461d-ac87-70f4016dd65b	2048	48128	308.75	142.5
343	read_de62cd64-5ef9-4a2c-a0a2-70d0fe1e10b5	2048	48128	333.75	256.75
344	read_deaa37b4-2dd0-4193-a5a7-bd871705073b	2048	48128	164.75	304.5
345	read_dee4957e-fcbe-4313-b6c6-807d0bfe908e	2048	48128	280.75	138.125
346	read_dfb4b92b-72c7-4f16-8e8a-4aaba17554ab	2048	48128	259.5	146
347	read_dfd316f0-44a7-424a-91ed-fe3f1fe89804	2048	48128	155.75	274
348	read_e052a883-a2a5-49ba-acee-bf0d80757fbf	2048	48128	288.5	175
349	read_e05e4238-f7cb-4740-a9dd-4e53fc59fe03	2048	48128	283.5	160.25
350	read_e0dbdc34-bb91-4ebb-9a28-f815df18c02a	2048	48128	295	132.75
351	read_e2873071-3b0d-4b5f-bd3f-a7e5b3061788	2048	48128	375.75	406.75
352	read_e3187b47-6708-41a4-8cfe-012dcea0ae76	2048	48128	160.5	313.5
353	read_e3239d31-164f-4aff-a825-72d13faeefa4	2048	48128	144.375	278
354	read_e374a140-4abe-4b67-a20a-fdd83aef7ba7	2048	48128	131.875	261.25
355	read_e383461a-9730-4a0c-a592-cdc23e27e840	2048	48128	270.25	173.875
356	read_e4724a84-78d7-4b22-9e88-33aeba0bebc1	2048	48128	174	179.25
357	read_e4ac70ad-f260-440b-a3b2-2dbaf75688b7	2048	48128	122.062	283
358	read_e534f02d-fb61-46af-b825-dbcde90f8c30	2048	48128	331.5	177
359	read_e6a7aec6-f79d-40ff-82ba-b7120cacc551	2048	48128	304.25	118.812
360	read_e6ded96b-84b4-47e8-b15c-309c155f5c5d	2048	48128	136.625	288
361	read_e70041ba-a614-4dcc-b207-f81073184f5a	2048	48128	184.875	244.25
362	read_e74e4d6b-ba40-4693-b8ed-a9886ad50d08	2048	48128	298	164.875
363	read_e765a187-3bdc-431f-bb18-1420dbebf621	2048	48128	308.75	167.375
364	read_e78520fd-3b1c-477e-afce-bc740e79bc64	2048	48128	136.125	263
365	read_e851d399-48d6-4ddf-be47-b6f4b26e8362	2048	48128	122.875	267
366	read_e91d6fc9-b682-4d6c-b8da-764928c68946	2048	48128	289	126.188
367	read_ea1a788f-2ed4-4b48-b5bc-d5eb04b134b0	2048	48128	140.25	294.25
368	read_eac11afa-400b-45d2-807f-3b71fe65d429	2048	48128	194.5	280
369	read_eb341fff-6b43-4ea3-813f-1c6022fb902f	2048	48128	217.625	284
370	read_eca8ac3c-8d7f-449e-ae5d-9a0d09d75627	2048	48128	187.625	278.75
371	read_ecfbcedf-51d9-4708-aee1-f204b7c479c3	2048	48128	149.125	288.75
372	read_ee286af6-5f75-4b48-9f50-7eb236b33dc2	2048	48128	258.25	166.125
373	read_ee8d8468-bb18-4e24-8fc4-4a01a94d94ad	2048	48128	157.125	250.625
374	read_eef879f3-14f3-46b3-a99c-acfb7c2777e4	2048	48128	290.25	202.25
375	read_ef5574a4-7081-4839-b54a-457cb470e959	2048	48128	280	178.875
376	read_eff622d3-339d-44c2-ad8e-205c1fa70d4f	2048	48128	260.5	127.062
377	read_f08c1894-884a-411e-906b-0b1a01191560	2048	48128	311	190.5
378	read_f1fc676b-bdd7-4a0e-b711-6bc066e0da01	2048	48128	285.75	155.5
379	read_f420a658-a7f1-4702-bd2c-26b70fdc1845	2048	48128	181.125	306
380	read_f529e512-866d-4048-96ff-6c06ba70e8f7	2048	48128	288.5	186.5
381	read_f5442dfe-4808-488e-a16d-ca8de9a3b014	2048	48128	220	304
382	read_f556e177-9b9f-4fb6-b112-8d334f1bf35d	2048	48128	170.25	296
383	read_f5e0bc60-37e8-47f3-99e6-8cb0cb14cbb2	2048	48128	128	268.25
384	read_f679fd6a-4a1e-4ae1-8c6f-d86a603a8831	2048	48128	293.5	147.375
385	read_f8cf3b4c-7887-4e79-a82f-6d59e64aa6e6	2048	48128	166.375	275.5
386	read_f8fe74c9-f180-4609-89a3-e97294fefa4d	2048	48128	287	201.5
387	read_fa11a697-82ae-4f1e-bce2-39976701aca8	2048	48128	199.25	278.75
388	read_fa4975e7-47c7-43b3-916f-4af31d2fc6fd	2048	48128	123	273
389	read_faba94c6-e5eb-4d72-9523-f834b362e243	2048	48128	246.5	169.875
390	read_fb21b3cd-42fb-469c-b6fa-f7415e755e31	2048	48128	294	142.875
391	read_fb6204f7-f567-40a3-baaf-c90abcfbb570	2048	48128	238.75	293
392	read_fda570c8-ee3d-4637-a80b-b54e97ce3fc5	2048	48128	210.375	280.25
393	read_ff48f8a6-fa02-4466-826d-c7bd925f2fed	2048	48128	148.625	276.25
394	read_ff82f032-8122-48bf-b4a6-bcb4eb3bf1c4	2048	48128	297.75	135.625
395	read_ffd4ad89-7a8f-4e4e-8cf6-10a9b191a116	2048	48128	290.5	157.5
396	read_ffd6e8b2-badb-48d4-8a55-af4f7ef37275	2048	48128	308.25	247.5
